Google,22/01/2018,1137.48999,1159.880005,1135.109985,1155.810059,1155.810059,1618000
Google,23/01/2018,1159.849976,1171.626953,1158.75,1169.969971,1169.969971,1333100
Google,24/01/2018,1177.329956,1179.859985,1161.050049,1164.23999,1164.23999,1416600
Google,25/01/2018,1172.530029,1175.939941,1162.76001,1170.369995,1170.369995,1480500
Google,26/01/2018,1175.079956,1175.839966,1158.109985,1175.839966,1175.839966,2018800
Google,29/01/2018,1176.47998,1186.890015,1171.97998,1175.579956,1175.579956,1378900
Google,30/01/2018,1167.829956,1176.52002,1163.52002,1163.689941,1163.689941,1556300
Google,31/01/2018,1170.569946,1173,1159.130005,1169.939941,1169.939941,1538700
Google,01/02/2018,1162.609985,1174,1157.52002,1167.699951,1167.699951,2412100
Google,02/02/2018,1122,1123.069946,1107.277954,1111.900024,1111.900024,4857900
Google,05/02/2018,1090.599976,1110,1052.030029,1055.800049,1055.800049,3798300
Google,06/02/2018,1027.180054,1081.709961,1023.137024,1080.599976,1080.599976,3448000
Google,07/02/2018,1081.540039,1081.780029,1048.26001,1048.579956,1048.579956,2369200
Google,08/02/2018,1055.410034,1058.619995,1000.659973,1001.52002,1001.52002,2859100
Google,09/02/2018,1017.25,1043.969971,992.559998,1037.780029,1037.780029,3505900
Google,12/02/2018,1048,1061.5,1040.927979,1051.939941,1051.939941,2057700
Google,13/02/2018,1045,1058.369995,1044.087036,1052.099976,1052.099976,1265100
Google,14/02/2018,1048.949951,1071.719971,1046.75,1069.699951,1069.699951,1555800
Google,15/02/2018,1079.069946,1091.479004,1064.339966,1089.52002,1089.52002,1843400
Google,16/02/2018,1088.410034,1104.670044,1088.312988,1094.800049,1094.800049,1681600
Google,20/02/2018,1090.569946,1113.949951,1088.52002,1102.459961,1102.459961,1423100
Google,21/02/2018,1106.469971,1133.969971,1106.329956,1111.339966,1111.339966,1512900
Google,22/02/2018,1116.189941,1122.819946,1102.589966,1106.630005,1106.630005,1317200
Google,23/02/2018,1112.640015,1127.280029,1104.713989,1126.790039,1126.790039,1261000
Google,26/02/2018,1127.800049,1143.959961,1126.694946,1143.75,1143.75,1559100
Google,27/02/2018,1141.23999,1144.040039,1118,1118.290039,1118.290039,1774100
Google,28/02/2018,1123.030029,1127.530029,1103.23999,1104.72998,1104.72998,1882600
Google,01/03/2018,1107.869995,1110.119995,1067.000977,1069.52002,1069.52002,2515900
Google,02/03/2018,1053.079956,1081.999023,1048.11499,1078.920044,1078.920044,2271600
Google,05/03/2018,1075.140015,1097.099976,1069,1090.930054,1090.930054,1202200
Google,06/03/2018,1099.219971,1101.849976,1089.775024,1095.060059,1095.060059,1532800
Google,07/03/2018,1089.189941,1112.219971,1085.482056,1109.640015,1109.640015,1292500
Google,08/03/2018,1115.319946,1127.599976,1112.800049,1126,1126,1355100
Google,09/03/2018,1136,1160.800049,1132.46106,1160.040039,1160.040039,2128000
Google,12/03/2018,1163.849976,1177.050049,1157.420044,1164.5,1164.5,2172300
Google,13/03/2018,1170,1176.76001,1133.329956,1138.170044,1138.170044,1907200
Google,14/03/2018,1145.209961,1158.589966,1141.439941,1149.48999,1149.48999,1291400
Google,15/03/2018,1149.959961,1161.079956,1134.540039,1149.579956,1149.579956,1395400
Google,16/03/2018,1154.140015,1155.880005,1131.959961,1135.72998,1135.72998,3092000
Google,19/03/2018,1120.01001,1121.98999,1089.01001,1099.819946,1099.819946,2805900
Google,20/03/2018,1099,1105.199951,1083.459961,1097.709961,1097.709961,1831900
Google,21/03/2018,1092.73999,1106.300049,1085.150024,1090.880005,1090.880005,1878900
Google,22/03/2018,1081.880005,1082.900024,1045.910034,1049.079956,1049.079956,2667000
Google,23/03/2018,1047.030029,1063.359985,1021.219971,1021.570007,1021.570007,2156700
Google,26/03/2018,1046,1055.630005,1008.400024,1053.209961,1053.209961,2665100
Google,27/03/2018,1063,1064.838989,996.919983,1005.099976,1005.099976,3095300
Google,28/03/2018,998,1024.22998,980.640015,1004.559998,1004.559998,3369300
Google,29/03/2018,1011.630005,1043,1002.900024,1031.790039,1031.790039,2726800
Google,02/04/2018,1022.820007,1034.800049,990.369995,1006.469971,1006.469971,2680400
Google,03/04/2018,1013.909973,1020.98999,994.070007,1013.409973,1013.409973,2275100
Google,04/04/2018,993.409973,1028.718018,993,1025.140015,1025.140015,2484700
Google,05/04/2018,1041.329956,1042.790039,1020.130981,1027.810059,1027.810059,1363000
Google,06/04/2018,1020,1031.420044,1003.030029,1007.039978,1007.039978,1746400
Google,09/04/2018,1016.799988,1039.599976,1014.080017,1015.450012,1015.450012,1751600
Google,10/04/2018,1026.439941,1036.280029,1011.340027,1031.640015,1031.640015,1974500
Google,11/04/2018,1027.98999,1031.364014,1015.869995,1019.969971,1019.969971,1483900
Google,12/04/2018,1025.040039,1040.689941,1021.434998,1032.51001,1032.51001,1357000
Google,13/04/2018,1040.880005,1046.420044,1022.97998,1029.27002,1029.27002,1223000
Google,16/04/2018,1037,1043.23999,1026.73999,1037.97998,1037.97998,1211200
Google,17/04/2018,1051.369995,1077.880005,1048.26001,1074.160034,1074.160034,2320300
Google,18/04/2018,1077.430054,1077.430054,1066.224976,1072.079956,1072.079956,1344100
Google,19/04/2018,1069.400024,1094.165039,1068.180054,1087.699951,1087.699951,1747700
Google,20/04/2018,1082,1092.349976,1069.569946,1072.959961,1072.959961,1885900
